,userId,user_vector,avg_rating,num_movies_rated
46,47,"[2.875      0.         4.         2.5        2.625      2.86
 3.14285714 2.75       3.1        2.97222222 2.16666667 2.78571429
 2.6875     3.5        2.83333333 3.28571429 3.         3.5
 0.         0.        ]",2.9955357142857144,112
47,48,"[3.95833333 4.25       4.25       4.08333333 4.5        4.
 3.9        3.94736842 4.         3.83333333 4.33333333 4.5
 4.07142857 0.         4.5        0.         4.25       0.
 0.         0.        ]",3.923076923076923,26
48,49,"[4.33333333 4.         4.125      4.         0.         4.
 4.3125     4.33333333 4.         4.16666667 4.25       4.
 4.28571429 4.16666667 0.         0.         4.         0.
 0.         0.        ]",4.235294117647059,17
49,50,"[2.49206349 2.65384615 2.2037037  2.64204545 2.89705882 2.79166667
 3.07653061 2.53278689 2.87837838 2.91666667 2.89285714 3.2
 2.6125     3.45       2.53571429 3.16666667 1.97058824 3.25
 3.5        2.75      ]",2.818548387096774,248
50,51,"[3.83333333 3.28571429 3.38636364 3.88167939 3.98333333 3.9375
 4.10526316 3.59722222 3.92391304 3.61904762 3.7875     3.96666667
 3.84375    4.11111111 3.5        5.         3.5        3.625
 4.         0.        ]",3.8484320557491287,287
51,52,"[4.578125   4.45833333 4.45454545 4.41935484 4.58333333 4.38461538
 4.39       4.53448276 4.60344828 4.57317073 4.6        4.66666667
 4.70454545 4.4        5.         4.5        4.59090909 3.
 0.         0.        ]",4.475961538461538,104
52,53,[0. 0. 0. 5. 0. 5. 5. 5. 5. 5. 5. 5. 5. 5. 5. 0. 0. 0. 5. 0.],5.0,16
53,54,"[3.         3.         3.         3.         3.         3.16666667
 3.1        2.83333333 3.         3.         4.         3.
 3.         3.5        3.         0.         3.         0.
 0.         0.        ]",3.0384615384615383,26
54,55,"[2.83333333 0.5        0.5        2.58333333 1.66666667 0.5
 3.         3.3125     4.25       3.9375     0.         2.5
 1.33333333 4.         0.5        0.         0.         0.
 0.         0.        ]",2.925,20
55,56,"[3.91666667 5.         4.         4.         3.5        4.25
 3.9375     3.66666667 3.5        3.8125     3.         4.
 3.5        4.33333333 5.         0.         5.         0.
 0.         0.        ]",3.810810810810811,37
56,57,"[3.38053097 3.91666667 3.35483871 3.41614907 3.42857143 3.39240506
 3.56296296 3.20945946 3.40384615 3.0990099  2.82352941 3.96153846
 3.175      4.14285714 3.80952381 0.         4.         3.46666667
 4.         0.        ]",3.393700787401575,381
57,58,"[3.73333333 4.33333333 4.22222222 3.58823529 4.         3.81818182
 3.97368421 3.8        3.625      3.96666667 2.33333333 4.5
 3.66666667 4.5        4.375      0.         4.33333333 4.
 0.         0.        ]",3.8222222222222224,90
58,59,"[3.70588235 1.         3.         3.85       3.         4.52941176
 4.73913043 4.04347826 4.28571429 4.46875    5.         4.58823529
 3.81818182 4.875      0.         4.5        5.         0.
 4.66666667 0.        ]",4.395348837209302,86
59,60,"[3.4  3.5  3.4  3.5  3.   3.4  4.   4.   4.25 3.5  0.   3.5  0.   4.
 3.5  0.   5.   0.   0.   0.  ]",3.7777777777777777,18
60,61,"[3.66666667 0.         0.         3.5        4.16666667 3.125
 4.17857143 3.72222222 4.16666667 4.09090909 4.         4.33333333
 3.625      4.16666667 0.         0.         0.         3.66666667
 0.         0.        ]",3.967741935483871,31
61,62,"[3.96788991 3.38461538 3.61111111 3.90540541 3.93518519 3.84615385
 4.27027027 4.02290076 4.43478261 4.16304348 4.08823529 4.18181818
 3.97340426 4.28571429 3.3        0.         4.18571429 4.5
 4.5        4.5       ]",4.097269624573379,293
62,63,"[3.58571429 4.30769231 3.79166667 3.78021978 3.69642857 3.51785714
 3.60869565 3.60752688 3.80232558 3.48245614 3.2        3.92105263
 3.39215686 3.58333333 4.25       4.1        3.2        4.
 4.5        0.        ]",3.642857142857143,217
63,64,"[3.725      3.82692308 3.74358974 3.69075145 3.78070175 3.75294118
 3.9144385  3.64563107 3.89375    3.69369369 3.72093023 3.7
 3.42857143 4.22727273 3.82608696 3.875      3.71428571 4.07142857
 4.25       0.        ]",3.774154589371981,414
64,65,"[3.8        0.         0.         3.7        3.5        3.66666667
 4.075      3.91666667 4.16666667 3.92857143 0.         4.16666667
 4.         3.8        0.         0.         4.33333333 0.
 0.         0.        ]",4.0,27
65,66,"[3.88235294 4.09090909 3.83333333 3.9057377  4.         4.22826087
 4.1637931  3.81012658 4.04081633 3.95       3.875      4.3125
 3.77777778 4.3        4.25       0.         5.         4.6875
 4.875      0.        ]",3.996376811594203,276
66,67,"[3.63636364 4.         4.         4.28125    3.3        4.
 3.95       4.02941176 4.1875     4.1875     0.         3.5
 4.         4.25       0.         0.         4.         3.75
 0.         0.        ]",3.9827586206896552,29
67,68,"[3.43404255 3.4047619  3.14880952 3.19714964 3.38349515 3.35497835
 3.20177665 3.33489097 3.16319444 3.17829457 2.79878049 3.09166667
 3.20886076 3.29761905 3.09756098 3.75       3.98837209 3.44736842
 3.25       0.        ]",3.2445436507936507,1008
68,69,"[4.33333333 0.         0.         4.83333333 5.         4.
 4.26666667 4.46666667 4.4        4.09090909 3.83333333 4.66666667
 4.4        4.         0.         0.         0.         5.
 4.         0.        ]",4.324324324324325,37
69,70,"[4.375   4.      4.625   4.15625 4.625   4.5     4.425   3.75    4.25
 3.      4.5     4.      4.25    4.5     0.      4.5     4.      4.
 0.      0.     ]",4.32,50
70,71,"[3.44444444 0.         3.66666667 3.42857143 3.66666667 3.66666667
 3.11111111 3.6875     3.2        3.4        0.         3.
 3.2        4.         3.         0.         0.         0.
 0.         0.        ]",3.4285714285714284,28
71,72,"[4.1875     0.         0.         3.875      0.         4.21428571
 4.17647059 4.08333333 4.58333333 4.16666667 4.25       4.33333333
 4.         4.375      0.         0.         4.         0.
 0.         0.        ]",4.138888888888889,36
72,73,"[3.88       3.32608696 3.29545455 3.46938776 3.65909091 3.34375
 3.86607143 4.13888889 4.04545455 4.09615385 3.33333333 4.33333333
 3.81034483 4.75       3.125      0.         3.85714286 4.75
 0.         0.        ]",3.6785714285714284,168
73,74,"[4.22222222 0.         0.         4.34090909 4.5        4.30952381
 4.30555556 4.18181818 4.28787879 4.25       3.5        4.40909091
 3.83333333 4.28571429 0.         5.         0.         4.125
 4.75       0.        ]",4.292253521126761,142
74,75,"[3.61904762 4.25       4.25       3.66666667 3.375      3.5
 3.0952381  3.32142857 3.         3.275      4.         2.90909091
 3.         2.375      4.5        0.         0.         4.5
 0.         0.        ]",3.290909090909091,55
75,76,"[2.61538462 0.57142857 0.81818182 2.64814815 2.17857143 1.875
 3.1375     3.125      3.68181818 3.52857143 4.08333333 3.54166667
 3.30952381 2.85714286 0.5        0.         3.         2.625
 0.         0.        ]",3.0894736842105264,95
76,77,"[4.9        5.         5.         4.         4.75       3.5
 3.21428571 4.3125     3.875      2.9375     0.         2.125
 3.95       0.         0.         0.         4.3        0.
 0.         0.        ]",3.9782608695652173,23
77,78,"[2.89473684 2.25       2.5        3.14       2.5        3.5
 2.42857143 3.23214286 3.05555556 3.025      2.5        2.33333333
 3.02941176 3.         1.5        0.         4.         0.
 0.         0.        ]",3.061224489795918,49
78,79,"[4.27777778 0.         0.         4.         4.         4.
 3.9375     4.19354839 4.5        4.26315789 4.         4.5
 4.45454545 4.         4.5        4.33333333 0.         0.
 5.         0.        ]",4.215686274509804,51
79,80,"[4.19642857 4.         4.         3.88888889 4.31818182 4.5
 4.28301887 4.3852459  4.41428571 4.29255319 4.16666667 4.46551724
 4.20212766 3.875      0.         0.         4.28947368 0.
 0.         0.        ]",4.272388059701493,134
80,81,"[2.57142857 2.         2.         1.83333333 1.         2.33333333
 2.71428571 2.90909091 2.66666667 3.09090909 0.         5.
 4.5        2.66666667 2.         0.         2.5        0.
 0.         0.        ]",2.857142857142857,21
81,82,"[3.32758621 2.95833333 2.52631579 3.42045455 3.1        3.34
 3.3375     3.52631579 3.46875    3.38461538 3.35       3.22727273
 3.59375    3.7        3.16666667 3.         3.25       3.66666667
 0.         0.        ]",3.3626373626373627,182
82,83,"[3.07692308 3.5        3.1875     3.13888889 3.08333333 3.75
 3.5862069  2.75806452 3.45454545 2.9        2.4375     3.25
 3.23684211 3.325      4.125      2.         3.4375     0.5
 0.         0.        ]",3.24468085106383,94
83,84,"[3.55       3.         3.23076923 3.42391304 3.45454545 3.63157895
 3.84090909 3.57692308 3.76       3.55555556 3.71428571 3.8
 3.41666667 4.33333333 3.61538462 3.75       5.         4.
 4.         0.        ]",3.658119658119658,234
84,85,"[5.   0.   5.   4.25 5.   4.   3.84 0.   2.   3.   0.   3.5  3.   4.5
 0.   0.   0.   0.   0.   0.  ]",3.8518518518518516,27
85,86,"[3.9375     4.05       4.05555556 4.1        3.92857143 3.83333333
 3.95       3.92       4.07142857 4.         4.         4.25
 3.93333333 3.125      4.         0.         3.7        4.
 0.         0.        ]",3.9464285714285716,56
86,87,"[3.9        4.33333333 3.75       4.3125     4.3        5.
 3.9375     3.5        0.         3.5        3.5        0.
 3.9        0.         4.         0.         0.         0.
 0.         0.        ]",4.088235294117647,17
87,88,"[4.6        0.         0.5        3.         4.625      3.5
 4.22222222 4.14285714 4.54166667 4.26470588 4.16666667 4.125
 3.78571429 4.25       0.         0.         4.5        4.
 0.         0.        ]",3.977777777777778,45
88,89,"[3.5530303  4.02112676 3.92073171 3.46949602 3.4893617  3.06593407
 3.39325843 3.46666667 3.33333333 3.78125    4.19230769 3.76923077
 3.30769231 3.5        3.1875     4.66666667 4.         4.5
 0.         3.        ]",3.4722222222222223,414
89,90,"[3.75       3.         3.5        4.11764706 3.5        4.16666667
 4.19230769 4.         4.25       4.         4.         4.
 4.         0.         4.         4.25       0.         0.
 0.         0.        ]",4.093023255813954,43
90,91,"[3.6036036  3.93103448 3.18518519 3.03666667 3.875      2.95614035
 3.2969697  3.62883436 3.54216867 3.66049383 3.87820513 3.72368421
 3.69387755 3.03333333 3.         3.42857143 3.78571429 3.42307692
 3.5        0.        ]",3.375,460
91,92,"[4.16666667 4.         4.14285714 4.28571429 4.5        4.5
 3.9375     3.66666667 3.         3.         4.         4.
 3.75       4.25       4.5        0.         4.5        0.
 0.         0.        ]",4.052631578947368,19
92,93,"[4.17391304 3.66666667 4.         4.06896552 4.06666667 4.3
 4.54545455 4.31578947 4.2        4.36842105 4.         4.5
 4.45       5.         4.         0.         5.         4.
 0.         0.        ]",4.269230769230769,78
93,94,"[3.28571429 4.         3.6        2.78947368 2.83333333 2.44444444
 3.53333333 3.125      3.3        3.29411765 3.         3.5
 3.42857143 3.75       4.         0.         4.         3.5
 0.         0.        ]",3.1333333333333333,45
94,95,"[4.17105263 4.7        4.25       3.92708333 3.875      4.22916667
 4.22222222 4.21       4.23214286 4.1025641  3.25       4.22222222
 4.23404255 4.25       4.         4.5        4.125      0.
 4.         0.        ]",4.097014925373134,134
95,96,"[3.77272727 5.         4.2        4.         4.         3.625
 3.7826087  3.80645161 4.4        3.73684211 4.66666667 4.66666667
 3.92307692 3.75       4.         0.         5.         0.
 5.         0.        ]",3.838709677419355,62
96,97,"[4.4        5.         4.5        4.25       5.         4.4
 3.88888889 4.22222222 4.5        4.6        5.         0.
 4.5        4.         0.         0.         4.         0.
 0.         0.        ]",4.241379310344827,29
97,98,"[3.75862069 4.         4.0625     4.01923077 3.625      3.80769231
 3.9375     3.625      4.3        3.95833333 4.625      4.6
 3.69047619 5.         3.9        0.         3.38888889 0.
 0.         0.        ]",3.9594594594594597,74
98,99,"[4.14285714 5.         5.         3.83333333 0.         4.66666667
 4.26666667 3.70588235 4.         3.75       3.33333333 4.5
 2.75       3.5        5.         0.         5.         4.5
 0.         0.        ]",3.8095238095238093,42
99,100,"[4.         3.5        3.9        3.95070423 3.875      4.078125
 4.00892857 3.95652174 4.11111111 3.61111111 2.4        3.7
 3.125      4.16666667 3.9375     0.         0.         4.33333333
 0.         0.        ]",3.940677966101695,118
100,101,"[3.         4.         4.         3.45       4.         3.25
 4.11111111 3.3        4.         3.45454545 3.75       4.
 4.         0.         4.         0.         4.         0.
 0.         0.        ]",3.5918367346938775,49
101,102,"[3.2        4.         3.66666667 3.5625     0.         3.33333333
 3.58823529 3.16666667 3.45454545 3.42105263 3.5        4.
 2.75       3.66666667 4.         0.         4.         3.4
 0.         0.        ]",3.3777777777777778,45
102,103,"[3.50549451 3.62790698 3.66197183 3.87096774 3.7        3.86904762
 4.1875     3.67605634 4.41       4.02083333 3.27777778 3.81578947
 3.359375   4.15       3.83333333 0.         3.25       4.4375
 4.75       0.        ]",3.9205298013245033,302
103,104,"[3.5        3.88235294 3.74418605 3.55244755 3.64102564 3.76712329
 3.54098361 3.08333333 3.46428571 3.22727273 1.83333333 3.5
 3.24074074 3.33333333 3.82758621 0.         3.85       2.
 4.5        0.        ]",3.4747706422018347,218
104,105,"[3.90454545 4.22527473 4.10909091 4.03787879 3.96052632 4.03809524
 4.16955017 3.89130435 4.18867925 4.04700855 4.         4.2037037
 3.9695122  4.14285714 3.86363636 4.5        3.96551724 4.
 4.1        4.75      ]",4.106401384083045,578
105,106,"[4.27777778 4.25       4.1        4.7        4.32142857 0.
 4.375      4.1875     5.         3.8        2.5        4.33333333
 3.91666667 0.         0.         0.         4.71428571 0.
 0.         0.        ]",4.326923076923077,26
106,107,"[3.7        4.         4.         3.72727273 4.         4.25
 4.15384615 3.5        3.8        3.625      0.         4.
 3.4        4.         0.         0.         0.         4.5
 0.         0.        ]",3.8518518518518516,27
107,108,"[4.11111111 3.5        4.         4.2173913  3.         4.05882353
 4.16666667 3.66666667 4.5        3.72727273 2.         4.5
 4.27272727 3.5        5.         0.         0.         0.
 0.         0.        ]",4.0,61
108,109,"[2.9375     3.         3.         3.06976744 2.875      3.33333333
 3.40384615 3.18181818 3.63157895 3.31034483 3.33333333 3.4
 3.         3.8        3.16666667 3.         3.         3.5
 3.         0.        ]",3.235294117647059,102
109,110,"[3.75       0.         2.         3.67647059 0.         3.8125
 3.93478261 3.36363636 4.         3.80769231 2.25       3.875
 2.375      4.         0.         5.         0.         0.
 0.         0.        ]",3.731707317073171,41
110,111,"[3.26136364 3.10638298 3.15625    3.37669377 3.07758621 3.23232323
 3.26339286 3.36697248 3.45522388 2.8164557  2.09259259 2.63043478
 2.88095238 4.1        3.36842105 4.3        2.96428571 3.375
 0.         3.        ]",3.2998065764023212,517
111,112,"[3.75       3.5        3.         2.45833333 2.9        2.16666667
 3.26470588 3.97619048 3.7        3.6        4.25       5.
 4.33333333 3.25       3.5        0.         4.6        4.
 0.         0.        ]",3.4326923076923075,52
112,113,"[4.5        3.5        4.28571429 3.54716981 3.71428571 3.80597015
 3.88311688 2.85714286 3.76923077 3.42857143 3.6        3.58333333
 3.25       4.5        4.2        0.         0.         0.
 4.5        0.        ]",3.7,120
113,114,"[3.26470588 2.75       3.16666667 3.625      3.25       3.25
 3.66666667 3.20833333 3.83333333 3.6        4.         2.5
 3.3        0.         3.5        0.         3.         0.
 0.         0.        ]",3.46,25
114,115,"[3.65517241 4.         4.2        3.75609756 3.25       2.75
 3.9047619  3.72727273 4.         3.7        3.70588235 4.09090909
 3.78571429 3.8        4.16666667 0.         0.         4.5
 4.         0.        ]",3.7666666666666666,90
115,116,"[3.23333333 3.5        3.2        3.31034483 3.25       3.53571429
 3.0862069  3.83333333 3.14285714 3.60714286 3.07142857 3.875
 3.5625     2.92857143 3.9        0.         1.         0.
 0.         0.        ]",3.3785714285714286,70
116,117,"[3.17857143 3.77777778 3.52631579 3.38297872 3.3        3.45454545
 3.44444444 3.11764706 3.23809524 3.18421053 3.5        3.33333333
 3.14285714 3.85714286 3.77777778 0.         4.         3.75
 0.         0.        ]",3.340909090909091,132
117,118,"[3.         0.         0.         3.33333333 0.         2.5
 4.         3.5        4.         3.8        3.         3.5
 4.         4.         0.         0.         0.         0.
 0.         0.        ]",3.8333333333333335,18
118,119,"[4.16101695 4.1        4.07142857 4.04464286 4.         4.29166667
 4.33802817 4.13291139 4.31081081 4.15789474 4.         4.3
 3.984375   4.41666667 5.         4.         4.26190476 3.83333333
 4.         0.        ]",4.186046511627907,172
119,120,"[3.5        3.         2.66666667 3.25       2.66666667 3.2
 3.83333333 3.6        5.         3.6        3.         3.
 4.         0.         2.66666667 0.         0.         0.
 0.         0.        ]",3.4444444444444446,18
120,121,"[3.         4.         4.         3.17647059 2.66666667 3.5
 3.42857143 3.08333333 3.85714286 3.2        3.         3.
 3.33333333 3.5        0.         3.         3.         3.25
 0.         0.        ]",3.260869565217391,46
121,122,"[4.40151515 4.625      4.5625     4.56914894 4.453125   4.45
 4.67045455 4.40243902 4.65306122 4.49324324 4.47058824 4.60869565
 4.46969697 4.61111111 4.875      4.5        4.26470588 4.58333333
 0.         0.        ]",4.551282051282051,234
122,123,"[3.88461538 4.         4.25       3.875      3.8        4.
 4.07407407 3.925      4.06666667 4.08       4.         4.1875
 4.         4.16666667 0.         0.         4.125      4.5
 0.         0.        ]",4.022222222222222,45
123,124,"[4.125      4.3        4.2        3.97222222 3.75       4.2
 4.47222222 3.6875     4.4375     3.72222222 2.33333333 3.5
 3.42857143 5.         0.         0.         0.         0.
 0.         0.        ]",3.9875,40
124,125,"[3.675      3.88235294 3.67857143 3.92608696 3.77419355 3.95454545
 4.01694915 3.685      3.93023256 3.88356164 3.84       4.075
 3.77631579 3.55555556 4.16666667 2.5        3.5952381  3.875
 3.83333333 4.5       ]",3.861111111111111,288
125,126,"[3.18181818 4.         3.5        3.         3.66666667 4.2
 3.54545455 3.38461538 3.2        3.66666667 0.         5.
 2.66666667 3.66666667 4.         0.         4.33333333 0.
 0.         0.        ]",3.3333333333333335,30
